Title,UID,Authors,Pub_Year,PMCID,DOI,Data_availability_statement,Metabolomics,Primary_study,Statement_classification,Data_sharing_class,Raw_data,Repository,Accession_number,Link,Clinical_human_study,Notes
Changes in the Metabolome of Picea balfouriana Embryogenic Tissues That Were Linked to Different Levels of 6-BAP by Gas Chromatography-Mass Spectrometry Approach.,26517840,"Li QF, Wang JH, Pulkkinen P, Kong LS",2015,PMC4627733,10.1371/journal.pone.0141841,Our data are all contained within the paper and Supporting Information files.,1,1,A,3,0,,,,0,
E-Cigarette Affects the Metabolome of Primary Normal Human Bronchial Epithelial Cells.,26536230,"Aug A, Altraja S, Kilk K, Porosk R, Soomets U, Altraja A",2015,PMC4633226,10.1371/journal.pone.0142053,All relevant data are within the paper and its Supporting Information files.,1,1,A,3,0,,,,0,
1H-NMR-Based Metabolomic Study for Identifying Serum Profiles Associated with the Response to Etanercept in Patients with Rheumatoid Arthritis.,26558759,"Priori R, Casadei L, Valerio M, Scrivo R, Valesini G, Manetti C",2015,PMC4641599,10.1371/journal.pone.0138537,All relevant data are within the paper and its Supporting Information files.,1,1,A,3,0,,,,1,
Metabolic Profiling of Chicken Embryos Exposed to Perfluorooctanoic Acid (PFOA) and Agonists to Peroxisome Proliferator-Activated Receptors.,26624992,"Mattsson A, Karrman A, Pinto R, Brunstrom B",2015,PMC4666608,10.1371/journal.pone.0143780,All relevant data are within the paper and its Supporting Information files.,1,1,A,3,0,,,,0,
Di-(2-Ethylhexyl)-Phthalate (DEHP) Causes Impaired Adipocyte Function and Alters Serum Metabolites.,26630026,"Kloting N, Hesselbarth N, Gericke M, Kunath A, Biemann R, Chakaroun R, Kosacka J, Kovacs P, Kern M, Stumvoll M, Fischer B, Rolle-Kampczyk U, Feltens R, Otto W, Wissenbach DK, von Bergen M, Bluher M",2015,PMC4668085,10.1371/journal.pone.0143190,All relevant data are within the paper and its Supporting Information files.,1,1,A,3,0,,,,0,
Changes in the Milk Metabolome of the Giant Panda (Ailuropoda melanoleuca) with Time after Birth--Three Phases in Early Lactation and Progressive Individual Differences.,26630345,"Zhang T, Zhang R, Zhang L, Zhang Z, Hou R, Wang H, Loeffler IK, Watson DG, Kennedy MW",2015,PMC4668050,10.1371/journal.pone.0143417,All relevant data are within the paper and its Supporting Information files.,1,1,A,3,0,,,,0,
Physio-Biochemical Composition and Untargeted Metabolomics of Cumin (Cuminum cyminum L.) Make It Promising Functional Food and Help in Mitigating Salinity Stress.,26641494,"Pandey S, Patel MK, Mishra A, Jha B",2015,PMC4671573,10.1371/journal.pone.0144469,All relevant data are within the paper and its Supporting Information files.,1,1,A,3,0,,,,0,
Serum Metabolite Biomarkers Discriminate Healthy Smokers from COPD Smokers.,26674646,"Chen Q, Deeb RS, Ma Y, Staudt MR, Crystal RG, Gross SS",2015,PMC4682670,10.1371/journal.pone.0143937,All relevant data are within the paper and its Supporting Information files.,1,1,A,3,0,,,,1,
KRAS Genotype Correlates with Proteasome Inhibitor Ixazomib Activity in Preclinical In Vivo Models of Colon and Non-Small Cell Lung Cancer: Potential Role of Tumor Metabolism.,26709701,"Chattopadhyay N, Berger AJ, Koenig E, Bannerman B, Garnsey J, Bernard H, Hales P, Maldonado Lopez A, Yang Y, Donelan J, Jordan K, Tirrell S, Stringer B, Xia C, Hather G, Galvin K, Manfredi M, Rhodes N, Amidon B",2015,PMC4692403,10.1371/journal.pone.0144825,All relevant data are within the paper and its Supporting Information files.,1,1,A,3,0,,,,0,
Metabolic Profiling and Physiological Analysis of a Novel Rice Introgression Line with Broad Leaf Size.,26713754,"Zhao X, Zhang G, Wang Y, Zhang F, Wang W, Zhang W, Fu B, Xu J, Li Z",2015,PMC4703127,10.1371/journal.pone.0145646,All relevant data are within the paper and its Supporting Information files.,1,1,A,3,0,,,,0,
Longitudinal Metabolomic Profiling of Amino Acids and Lipids across Healthy Pregnancy.,26716698,"Lindsay KL, Hellmuth C, Uhl O, Buss C, Wadhwa PD, Koletzko B, Entringer S",2015,PMC4699222,10.1371/journal.pone.0145794,All relevant data are within the paper and its Supporting Information files.,1,1,A,3,0,,,,1,
Metabolomic Elucidation of the Effects of Curcumin on Fibroblast-Like Synoviocytes in Rheumatoid Arthritis.,26716989,"Ahn JK, Kim S, Hwang J, Kim J, Lee YS, Koh EM, Kim KH, Cha HS",2015,PMC4696817,10.1371/journal.pone.0145539,All relevant data are within the paper and its Supporting Information files.,1,1,A,3,0,,,,1,
"Primary Metabolism, Phenylpropanoids and Antioxidant Pathways Are Regulated in Potato as a Response to Potato virus Y Infection.",26727123,"Kogovsek P, Pompe-Novak M, Petek M, Fragner L, Weckwerth W, Gruden K",2016,PMC4738437,10.1371/journal.pone.0146135,All relevant data are within the paper and its Supporting Information files.,1,1,A,3,0,,,,0,
The Swine Plasma Metabolome Chronicles 'Many Days' Biological Timing and Functions Linked to Growth.,26735517,"Bromage TG, Idaghdour Y, Lacruz RS, Crenshaw TD, Ovsiy O, Rotter B, Hoffmeier K, Schrenk F",2016,PMC4703299,10.1371/journal.pone.0145919,All relevant data are within the paper and its Supporting Information files.,1,1,A,3,0,,,,0,
Serum Trimethylamine-N-Oxide Is Strongly Related to Renal Function and Predicts Outcome in Chronic Kidney Disease.,26751065,"Missailidis C, Hallqvist J, Qureshi AR, Barany P, Heimbôrger O, Lindholm B, Stenvinkel P, Bergman P",2016,PMC4709190,10.1371/journal.pone.0141738,All relevant data are within the paper and its Supporting Information files.,1,1,A,3,0,,,,1,
Metabolic Analysis of Medicinal Dendrobium officinale and Dendrobium huoshanense during Different Growth Years.,26752292,"Jin Q, Jiao C, Sun S, Song C, Cai Y, Lin Y, Fan H, Zhu Y",2016,PMC4709240,10.1371/journal.pone.0146607,All relevant data are within the paper and its Supporting Information files.,1,1,A,3,0,,,,0,
Bile Acid Metabolome after an Oral Lipid Tolerance Test by Liquid Chromatography-Tandem Mass Spectrometry (LC-MS/MS).,26863103,"Schmid A, Neumann H, Karrasch T, Liebisch G, Schaffler A",2016,PMC4749208,10.1371/journal.pone.0148869,All relevant data are within the paper and its Supporting Information files.,1,1,A,3,0,,,,1,
Metabolomic and Transcriptomic Comparison of Solid-State and Submerged Fermentation of Penicillium expansum KACC 40815.,26863302,"Kim HY, Heo do Y, Park HM, Singh D, Lee CH",2016,PMC4749308,10.1371/journal.pone.0149012,We provide the raw data Excel sheet for metabolome and transcriptome as Supporting Information files.,1,1,A,3,0,,,,0,
Metabolic Changes Precede the Development of Pulmonary Hypertension in the Monocrotaline Exposed Rat Lung.,26937637,"Rafikova O, Meadows ML, Kinchen JM, Mohney RP, Maltepe E, Desai AA, Yuan JX, Garcia JG, Fineman JR, Rafikov R, Black SM",2016,PMC4777490,10.1371/journal.pone.0150480,All relevant data are within the paper and its Supporting Information files.,1,1,A,3,0,,,,0,
"Simultaneous Qualitative Assessment and Quantitative Analysis of Metabolites (Phenolics, Nucleosides and Amino Acids) from the Roots of Fresh Gastrodia elata Using UPLC-ESI-Triple Quadrupole Ion MS and ESI- Linear Ion Trap High-Resolution MS.",26954012,"Chen S, Liu JQ, Xiao H, Zhang J, Liu A",2016,PMC4783114,10.1371/journal.pone.0150647,All relevant data are within the paper and its Supporting Information files.,1,1,A,3,0,,,,0,
Metabolomic Characterizations of Liver Injury Caused by Acute Arsenic Toxicity in Zebrafish.,26967897,"Li C, Li P, Tan YM, Lam SH, Chan EC, Gong Z",2016,PMC4788152,10.1371/journal.pone.0151225,All relevant data are within the paper and its Supporting Information files.,1,1,A,3,0,,,,0,
Enabling Metabolomics Based Biomarker Discovery Studies Using Molecular Phenotyping of Exosome-Like Vesicles.,26974972,"Altadill T, Campoy I, Lanau L, Gill K, Rigau M, Gil-Moreno A, Reventos J, Byers S, Colas E, Cheema AK",2016,PMC4790956,10.1371/journal.pone.0151339,All relevant data are within the paper and its Supporting Information files.,1,1,A,3,0,,,,1,
"Phenylpropanoid Defences in Nicotiana tabacum Cells: Overlapping Metabolomes Indicate Common Aspects to Priming Responses Induced by Lipopolysaccharides, Chitosan and Flagellin-22.",26978774,"Mhlongo MI, Piater LA, Madala NE, Steenkamp PA, Dubery IA",2016,PMC4792386,10.1371/journal.pone.0151350,All relevant data are within the paper and its Supporting Information file.,1,1,A,3,0,,,,0,
Gas Chromatography/Mass Spectrometry-Based Metabolomic Profiling Reveals Alterations in Mouse Plasma and Liver in Response to Fava Beans.,26981882,"Xiao M, Du G, Zhong G, Yan D, Zeng H, Cai W",2016,PMC4794218,10.1371/journal.pone.0151103,All relevant data are within the paper and its Supporting Information file.,1,1,A,3,0,,,,0,
"Fecal Microbiota, Fecal Metabolome, and Colorectal Cancer Interrelations.",27015276,"Sinha R, Ahn J, Sampson JN, Shi J, Yu G, Xiong X, Hayes RB, Goedert JJ",2016,PMC4807824,10.1371/journal.pone.0152126,All relevant data are within the paper and its Supporting Information files.,1,1,A,3,0,,,,1,
In Vitro Analysis of Metabolites Secreted during Infection of Lung Epithelial Cells by Cryptococcus neoformans.,27054608,"Liew KL, Jee JM, Yap I, Yong PV",2016,PMC4824519,10.1371/journal.pone.0153356,All relevant data are within the paper and its Supporting Information files.,1,1,A,3,0,,,,0,
Validation of Metabolic Alterations in Microscale Cell Culture Lysates Using Hydrophilic Interaction Liquid Chromatography (HILIC)-Tandem Mass Spectrometry-Based Metabolomics.,27120458,"Gunda V, Yu F, Singh PK",2016,PMC4847783,10.1371/journal.pone.0154416,All relevant data are within the paper and its Supporting Information files.,1,1,A,3,0,,,,0,
Lipidomic Profiling of Adipose Tissue Reveals an Inflammatory Signature in Cancer-Related and Primary Lymphedema.,27182733,"Sedger LM, Tull DL, McConville MJ, De Souza DP, Rupasinghe TW, Williams SJ, Dayalan S, Lanzer D, Mackie H, Lam TC, Boyages J",2016,PMC4868287,10.1371/journal.pone.0154650,All relevant data are within the paper and its Supporting Information files. Specific details of individuals within the patient and normal donor cohorts is stored in accordance with the Australian National Health and Medical Research Guidelines for the Responsible Conduct of Research and the Institutional Human Research Committee guidelines.,1,1,A,3,0,,,,1,
Cyclophilin D Knock-Out Mice Show Enhanced Resistance to Osteoporosis and to Metabolic Changes Observed in Aging Bone.,27183225,"Shum LC, White NS, Nadtochiy SM, Bentley KL, Brookes PS, Jonason JH, Eliseev RA",2016,PMC4868300,10.1371/journal.pone.0155709,All relevant data are within the paper and its Supporting Information files.,1,1,A,3,0,,,,0,
Plasma Acylcarnitines and Amino Acid Levels As an Early Complex Biomarker of Propensity to High-Fat Diet-Induced Obesity in Mice.,27183228,"Horakova O, Hansikova J, Bardova K, Gardlo A, Rombaldova M, Kuda O, Rossmeisl M, Kopecky J",2016,PMC4868278,10.1371/journal.pone.0155776,All relevant data are within the paper and its Supporting Information files.,1,1,A,3,0,,,,0,
Covariation Analysis of Serumal and Urinary Metabolites Suggests Aberrant Glycine and Fatty Acid Metabolism in Chronic Hepatitis B.,27228119,"Yang L, Yang X, Kong X, Cao Z, Zhang Y, Hu Y, Tang K",2016,PMC4881891,10.1371/journal.pone.0156166,All relevant data are within the paper and its Supporting Information files.,1,1,A,3,0,,,,1,
Integrated Metabolo-Transcriptomics Reveals Fusarium Head Blight Candidate Resistance Genes in Wheat QTL-Fhb2.,27232496,"Dhokane D, Karre S, Kushalappa AC, McCartney C",2016,PMC4883744,10.1371/journal.pone.0155851,All relevant data are within the paper and its Supporting Information files.,1,1,A,3,0,,,,0,
Association of Metabolites with Obesity and Type 2 Diabetes Based on FTO Genotype.,27249024,"Kim YJ, Lee HS, Kim YK, Park S, Kim JM, Yun JH, Yu HY, Kim BJ",2016,PMC4889059,10.1371/journal.pone.0156612,All relevant data are within the paper and its Supporting Information files.,1,1,A,3,0,,,,1,
18O-Tracer Metabolomics Reveals Protein Turnover and CDP-Choline Cycle Activity in Differentiating 3T3-L1 Pre-Adipocytes.,27275782,"Kirkwood JS, Miranda CL, Bobe G, Maier CS, Stevens JF",2016,PMC4898700,10.1371/journal.pone.0157118,All relevant data are within the paper and its Supporting Information files.,1,1,A,3,0,,,,0,
Alterations of the Lipid Metabolome in Dairy Cows Experiencing Excessive Lipolysis Early Postpartum.,27383746,"Humer E, Khol-Parisini A, Metzler-Zebeli BU, Gruber L, Zebeli Q",2016,PMC4934687,10.1371/journal.pone.0158633,All relevant data are within the paper and its Supporting Information files.,1,1,A,3,0,,,,0,
Metabolomics of the Antipyretic Effects of Bubali Cornu (Water Buffalo Horn) in Rats.,27384078,"Liu R, Huang Q, Shan J, Duan JA, Zhu Z, Liu P, Bian Y, Shang EX, Qian D",2016,PMC4934856,10.1371/journal.pone.0158478,All relevant data are within the paper and its Supporting Information files.,1,1,A,3,0,,,,0,
Metabolic Profiling of Systemic Lupus Erythematosus and Comparison with Primary Sj_gren's Syndrome and Systemic Sclerosis.,27441838,"Bengtsson AA, Trygg J, Wuttge DM, Sturfelt G, Theander E, Donten M, Moritz T, Sennbro CJ, Torell F, Lood C, Surowiec I, Rannar S, Lundstedt T",2016,PMC4956266,10.1371/journal.pone.0159384,All relevant data are within the paper and its Supporting Information files.,1,1,A,3,0,,,,1,
Metabolic Profiles Reveal Changes in Wild and Cultivated Soybean Seedling Leaves under Salt Stress.,27442489,"Zhang J, Yang D, Li M, Shi L",2016,PMC4956222,10.1371/journal.pone.0159622,All relevant data are within the paper and its Supporting Information files.,1,1,A,3,0,,,,0,
Early Phthalates Exposure in Pregnant Women Is Associated with Alteration of Thyroid Hormones.,27455052,"Huang PC, Tsai CH, Liang WY, Li SS, Huang HB, Kuo PL",2016,PMC4959782,10.1371/journal.pone.0159398,All relevant data are within the paper and its Supporting Information files.,1,1,A,3,0,,,,1,
"Metabolomics of Breast Cancer Using High-Resolution Magic Angle Spinning Magnetic Resonance Spectroscopy: Correlations with 18F-FDG Positron Emission Tomography-Computed Tomography, Dynamic Contrast-Enhanced and Diffusion-Weighted Imaging MRI.",27459480,"Yoon H, Yoon D, Yun M, Choi JS, Park VY, Kim EK, Jeong J, Koo JS, Yoon JH, Moon HJ, Kim S, Kim MJ",2016,PMC4961400,10.1371/journal.pone.0159949,All relevant data are within the paper and its Supporting Information files.,1,1,A,3,0,,,,1,
New Biochemical Insights into the Mechanisms of Pulmonary Arterial Hypertension in Humans.,27486806,"Bujak R, Mateo J, Blanco I, Izquierdo-GarcÍa JL, Dudzik D, Markuszewski MJ, Peinado VI, Laclaustra M, Barbera JA, Barbas C, Ruiz-Cabello J",2016,PMC4972307,10.1371/journal.pone.0160505,All relevant data are within the paper and its Supporting Information files.,1,1,A,3,0,,,,1,
Intestinal Microbial Metabolites Are Linked to Severity of Myocardial Infarction in Rats.,27505423,"Lam V, Su J, Hsu A, Gross GJ, Salzman NH, Baker JE",2016,PMC4978455,10.1371/journal.pone.0160840,All relevant data are within the paper and its Supporting Information files.,1,1,A,3,0,,,,0,
Establishment of Protocols for Global Metabolomics by LC-MS for Biomarker Discovery.,27579980,"Saigusa D, Okamura Y, Motoike IN, Katoh Y, Kurosawa Y, Saijyo R, Koshiba S, Yasuda J, Motohashi H, Sugawara J, Tanabe O, Kinoshita K, Yamamoto M",2016,PMC5006994,10.1371/journal.pone.0160555,All relevant data are within the paper and its Supporting Information files.,1,1,A,3,0,,,,0,
Genomic and Metabolomic Profile Associated to Clustering of Cardio-Metabolic Risk Factors.,27589269,"Marrachelli VG, Rentero P, Mansego ML, Morales JM, Galan I, Pardo-Tendero M, Martinez F, Martin-Escudero JC, Briongos L, Chaves FJ, Redon J, Monleon D",2016,PMC5010244,10.1371/journal.pone.0160656,All relevant data are within the paper and its Supporting Information files.,1,1,A,3,0,,,,1,
Juvenile Male Rats Exposed to a Low-Dose Mixture of Twenty-Seven Environmental Chemicals Display Adverse Health Effects.,27598887,"Hadrup N, Svingen T, Mandrup K, Skov K, Pedersen M, Frederiksen H, Frandsen HL, Vinggaard AM",2016,PMC5012700,10.1371/journal.pone.0162027,All relevant data are within the paper and its Supporting Information files.,1,1,A,3,0,,,,0,
Addition of Alanyl-Glutamine to Dialysis Fluid Restores Peritoneal Cellular Stress Responses - A First-In-Man Trial.,27768727,"Kratochwill K, Boehm M, Herzog R, Gruber K, Lichtenauer AM, Kuster L, Csaicsich D, Gleiss A, Alper SL, Aufricht C, Vychytil A",2016,PMC5074513,10.1371/journal.pone.0165045,All relevant data are within the paper and its Supporting Information files.,1,1,A,3,0,,,,1,
Quantification of Arachidonic Acid and Its Metabolites in Rat Tissues by UHPLC-MS/MS: Application for the Identification of Potential Biomarkers of Benign Prostatic Hyperplasia.,27893755,"Bian Q, Wang W, Wang N, Peng Y, Ma W, Dai R",2016,PMC5125601,10.1371/journal.pone.0166777,All relevant data are within the paper and Supporting Information files.,1,1,A,3,0,,,,0,
The Effects of Long-Term Saturated Fat Enriched Diets on the Brain Lipidome.,27907021,"Giles C, Takechi R, Mellett NA, Meikle PJ, Dhaliwal S, Mamo JC",2016,PMC5132325,10.1371/journal.pone.0166964,All relevant data are within the paper and its Supporting Information files.,1,1,A,3,0,,,,0,
Metabolic Disturbances in Adult-Onset Still's Disease Evaluated Using Liquid Chromatography/Mass Spectrometry-Based Metabolomic Analysis.,28005947,"Chen DY, Chen YM, Chien HJ, Lin CC, Hsieh CW, Chen HH, Hung WT, Lai CC",2016,PMC5179000,10.1371/journal.pone.0168147,All relevant data are within the paper and its Supporting Information files.,1,1,A,3,0,,,,1,
Metabolomic Profiling in Individuals with a Failing Kidney Allograft.,28052095,"Bassi R, Niewczas MA, Biancone L, Bussolino S, Merugumala S, Tezza S, D'Addio F, Ben Nasr M, Valderrama-Vasquez A, Usuelli V, De Zan V, El Essawy B, Venturini M, Secchi A, De Cobelli F, Lin A, Chandraker A, Fiorina P",2017,PMC5214547,10.1371/journal.pone.0169077,All relevant data are within the paper and its Supporting Information files.,1,1,A,3,0,,,,1,
Combining Targeted Metabolomic Data with a Model of Glucose Metabolism: Toward Progress in Chondrocyte Mechanotransduction.,28056047,"Salinas D, Minor CA, Carlson RP, McCutchen CN, Mumey BM, June RK",2017,PMC5215894,10.1371/journal.pone.0168326,All relevant data are within the paper and its Supporting Information files.,1,1,A,3,0,,,,0,
Profiles of Amino Acids and Acylcarnitines Related with Insecticide Exposure in Culex quinquefasciatus (Say).,28085898,"Martin-Park A, Gomez-Govea MA, Lopez-Monroy B, Trevino-Alvarado VM, Torres-Sepulveda MD, Lopez-Uriarte GA, Villanueva-Segura OK, Ruiz-Herrera MD, Martinez-Fierro ML, Delgado-Enciso I, Flores-Suarez AE, White GS, MartÍnez de Villarreal LE, Ponce-Garcia G, Black WC 4th, RodrÍguez-Sanchez IP",2017,PMC5234828,10.1371/journal.pone.0169514,All relevant data are within the paper and its Supporting Information files.,1,1,A,3,0,,,,0,
Allelopatic Potential of Dittrichia viscosa (L.) W. Greuter Mediated by VOCs: A Physiological and Metabolomic Approach.,28085959,"Araniti F, Lupini A, Sunseri F, Abenavoli MR",2017,PMC5234817,10.1371/journal.pone.0170161,All relevant data are within the paper and its Supporting Information files.,1,1,A,3,0,,,,0,
Colonic Absorption of Low-Molecular-Weight Metabolites Influenced by the Intestinal Microbiome: A Pilot Study.,28121990,"Matsumoto M, Ooga T, Kibe R, Aiba Y, Koga Y, Benno Y",2017,PMC5266324,10.1371/journal.pone.0169207,All relevant data are within the paper and its Supporting Information files.,1,1,A,3,0,,,,0,
Novel approaches for the taxonomic and metabolic characterization of lactobacilli: Integration of 16S rRNA gene sequencing with MALDI-TOF MS and 1H-NMR.,28207855,"Foschi C, Laghi L, Parolin C, Giordani B, Compri M, Cevenini R, Marangoni A, Vitali B",2017,PMC5312945,10.1371/journal.pone.0172483,All relevant data are within the paper and its Supporting Information files.,1,1,A,3,0,,,,0,
Differential effects of silencing crustacean hyperglycemic hormone gene expression on the metabolic profiles of the muscle and hepatopancreas in the crayfish Procambarus clarkii.,28207859,"Li W, Chiu KH, Tien YC, Tsai SF, Shih LJ, Lee CH, Toullec JY, Lee CY",2017,PMC5313166,10.1371/journal.pone.0172557,All relevant data are within the paper and its Supporting Information files.,1,1,A,3,0,,,,0,
"The human plasma-metabolome: Reference values in 800 French healthy volunteers; impact of cholesterol, gender and age.",28278231,"Trabado S, Al-Salameh A, Croixmarie V, Masson P, Corruble E, Fève B, Colle R, Ripoll L, Walther B, Boursier-Neyret C, Werner E, Becquemont L, Chanson P",2017,PMC5344496,10.1371/journal.pone.0173615,All relevant data are within the paper and its Supporting Information files.,1,1,A,3,0,,,,1,
Metabolic profiling of two maize (Zea mays L.) inbred lines inoculated with the nitrogen fixing plant-interacting bacteria Herbaspirillum seropedicae and Azospirillum brasilense.,28362815,"Brusamarello-Santos LC, Gilard F, Brule L, Quillere I, Gourion B, Ratet P, Maltempi de Souza E, Lea PJ, Hirel B",2017,PMC5375134,10.1371/journal.pone.0174576,All relevant data are within the paper and its Supporting Information files.,1,1,A,3,0,,,,0,
Identification of a plasma metabolomic signature of thrombotic myocardial infarction that is distinct from non-thrombotic myocardial infarction and stable coronary artery disease.,28414761,"DeFilippis AP, Trainor PJ, Hill BG, Amraotkar AR, Rai SN, Hirsch GA, Rouchka EC, Bhatnagar A",2017,PMC5393610,10.1371/journal.pone.0175591,All relevant data are within the paper and supplement.,1,1,A,3,0,,,,1,
Lens metabolomic profiling as a tool to understand cataractogenesis in Atlantic salmon and rainbow trout reared at optimum and high temperature.,28419112,"Remo SC, HevrËy EM, Breck O, Olsvik PA, Waagbo R",2017,PMC5395160,10.1371/journal.pone.0175491,All relevant data are within the paper and its Supporting Information files.,1,1,A,3,0,,,,0,
Extensive alterations of blood metabolites in pediatric cerebral malaria.,28426698,"Gupta S, Seydel K, Miranda-Roman MA, Feintuch CM, Saidi A, Kim RS, Birbeck GL, Taylor T, Daily JP",2017,PMC5398544,10.1371/journal.pone.0175686,All relevant data are within the paper and its Supporting Information files.,1,1,A,3,0,,,,1,
Metabolic profiles by 1H-magnetic resonance spectroscopy in natalizumab-associated post-PML lesions of multiple sclerosis patients who survived progressive multifocal leukoencephalopathy (PML).,28445498,"Schneider R, Bellenberg B, Hoepner R, Kolb EM, Ellrichmann G, Haghikia A, Gold R, Lukas C",2017,PMC5405920,10.1371/journal.pone.0176415,All relevant data are within the paper and its Supporting Information files.,1,1,A,3,0,,,,1,
Polyphenolic extract of InsP 5-ptase expressing tomato plants reduce the proliferation of MCF-7 breast cancer cells.,28448505,"Alimohammadi M, Lahiani MH, McGehee D, Khodakovskaya M",2017,PMC5407797,10.1371/journal.pone.0175778,All relevant data are within the manuscript and the Supporting Information files.,1,1,A,3,0,,,,0,
Social defeat stress causes depression-like behavior with metabolite changes in the prefrontal cortex of rats.,28453574,"Liu YY, Zhou XY, Yang LN, Wang HY, Zhang YQ, Pu JC, Liu LX, Gui SW, Zeng L, Chen JJ, Zhou CJ, Xie P",2017,PMC5409051,10.1371/journal.pone.0176725,All relevant data are within the paper and its Supporting Information files.,1,1,A,3,0,,,,0,
MUC1 facilitates metabolomic reprogramming in triple-negative breast cancer.,28464016,"Goode G, Gunda V, Chaika NV, Purohit V, Yu F, Singh PK",2017,PMC5413086,10.1371/journal.pone.0176820,All relevant data are within the paper and its Supporting Information files.,1,1,A,3,0,,,,0,
The limits to growth - energetic burden of the endogenous antibiotic tropodithietic acid in Phaeobacter inhibens DSM 17395.,28481933,"Will SE, Neumann-Schaal M, Heydorn RL, Bartling P, Petersen J, Schomburg D",2017,PMC5421792,10.1371/journal.pone.0177295,All relevant data are within the paper and its Supporting Information files.,1,1,A,3,0,,,,0,
Long-term fertilization determines different metabolomic profiles and responses in saplings of three rainforest tree species with different adult canopy position.,28493911,"Gargallo-Garriga A, Wright SJ, Sardans J, Perez-Trujillo M, Oravec M, Vecerova K, Urban O, Fernandez-MartÍnez M, Parella T, Penuelas J",2017,PMC5426662,10.1371/journal.pone.0177030,All relevant data are within the paper and Supporting Information files.,1,1,A,3,0,,,,0,
Metabolomic and proteomic investigations of impacts of titanium dioxide nanoparticles on Escherichia coli.,28570583,"Planchon M, Leger T, Spalla O, Huber G, Ferrari R",2017,PMC5453534,10.1371/journal.pone.0178437,All relevant data are within the paper and its Supporting Information files.,1,1,A,3,0,,,,0,
The artificial sweetener acesulfame potassium affects the gut microbiome and body weight gain in CD-1 mice.,28594855,"Bian X, Chi L, Gao B, Tu P, Ru H, Lu K",2017,PMC5464538,10.1371/journal.pone.0178426,All relevant data are within the paper and its Supporting Information files.,1,1,A,3,0,,,,0,
Metabolomic profile and nucleoside composition of Cordyceps nidus sp. nov. (Cordycipitaceae): A new source of active compounds.,28636672,"Chirivi J, Danies G, Sierra R, Schauer N, Trenkamp S, Restrepo S, Sanjuan T",2017,PMC5479552,10.1371/journal.pone.0179428,All relevant data are within the paper and its Supporting Information files.,1,1,A,3,0,,,,0,
"Identification of a novel fungus, Trichoderma asperellum GDFS1009, and comprehensive evaluation of its biocontrol efficacy.",28644879,"Wu Q, Sun R, Ni M, Yu J, Li Y, Yu C, Dou K, Ren J, Chen J",2017,PMC5482467,10.1371/journal.pone.0179957,All relevant data are within the paper and its Supporting Information files.,1,1,A,3,0,,,,0,
The urine metabolome differs between lean and overweight Labrador Retriever dogs during a feed-challenge.,28662207,"Soder J, Hagman R, Dicksved J, Lindase S, Malmlof K, Agback P, Moazzami A, Hoglund K, Wernersson S",2017,PMC5491113,10.1371/journal.pone.0180086,All relevant data are within the paper and its Supporting Information files.,1,1,A,3,0,,,,0,
Endurance performance and energy metabolism during exercise in mice with a muscle-specific defect in the control of branched-chain amino acid catabolism.,28719620,"Xu M, Kitaura Y, Ishikawa T, Kadota Y, Terai C, Shindo D, Morioka T, Ota M, Morishita Y, Ishihara K, Shimomura Y",2017,PMC5515431,10.1371/journal.pone.0180989,All relevant data are within the paper and its Supporting Information files.,1,1,A,3,0,,,,0,
Benign and tumor parenchyma metabolomic profiles affect compensatory renal growth in renal cell carcinoma surgical patients.,28727768,"Rosenzweig B, Rubinstein ND, Reznik E, Shingarev R, Juluru K, Akin O, Hsieh JJ, Jaimes EA, Russo P, Susztak K, Coleman JA, Hakimi AA",2017,PMC5519040,10.1371/journal.pone.0180350,All relevant data are within the paper and its Supporting Information files.,1,1,A,3,0,,,,1,
Multi-approach metabolomics analysis and artificial simplified phytocomplexes reveal cultivar-dependent synergy between polyphenols and ascorbic acid in fruits of the sweet cherry (Prunus avium L.).,28732012,"Commisso M, Bianconi M, Di Carlo F, Poletti S, Bulgarini A, Munari F, Negri S, Stocchero M, Ceoldo S, Avesani L, Assfalg M, Zoccatelli G, Guzzo F",2017,PMC5521804,10.1371/journal.pone.0180889,All relevant data are within the paper and its Supporting Information files.,1,1,A,3,0,,,,0,
Metabolomic profiling of CSF in multiple sclerosis and neuromyelitis optica spectrum disorder by nuclear magnetic resonance.,28746356,"Kim HH, Jeong IH, Hyun JS, Kong BS, Kim HJ, Park SJ",2017,PMC5528902,10.1371/journal.pone.0181758,All relevant data are within the paper and its Supporting Information files.,1,1,A,3,0,,,,1,
Rapid discrimination of strain-dependent fermentation characteristics among Lactobacillus strains by NMR-based metabolomics of fermented vegetable juice.,28759594,"Tomita S, Saito K, Nakamura T, Sekiyama Y, Kikuchi J",2017,PMC5536307,10.1371/journal.pone.0182229,All relevant data are within the paper and its Supporting Information files.,1,1,A,3,0,,,,0,
Plasma metabolomics profiles in rats with acute traumatic brain injury.,28771528,"Zheng F, Xia ZA, Zeng YF, Luo JK, Sun P, Cui HJ, Wang Y, Tang T, Zhou YT",2017,PMC5542452,10.1371/journal.pone.0182025,All relevant data are within the paper and its Supporting Information file.,1,1,A,3,0,,,,0,
